t, pose_x, pose_y, pose_theta, headingRadians, raw_gyro, poseErrorX, poseErrorY, poseErrorTheta
6.969777, 0.0, 0.0, 0.0, -0.0, 0.0, 0.0, 0.0, 0.0
6.989873, 0.0, 0.0, 0.0, -0.0, 0.0, 0.0, 0.0, 0.0
7.01031, 0.0, 0.0, 0.0, -0.0, 0.0, 0.0, 0.0, 0.0
7.030784, 0.0, 0.0, 0.0, -0.0, 0.0, 0.0, 0.0, 0.0
7.05001, 0.0, 0.0, 0.0, -0.0, 0.0, 0.0, 0.0, 0.0
7.070141, 0.0, 0.0, 0.0, -0.0, 0.0, 0.0, 0.0, 0.0
7.090154, 0.0, 0.0, 0.0, -0.0, 0.0, 0.0, 0.0, 0.0
7.110583, 0.0, 0.0, 0.0, -0.0, 0.0, 0.0, 0.0, 0.0
7.129755, 0.0, 0.0, 0.0, -0.0, 0.0, 0.0, 0.0, 0.0
7.150154, 0.0, 0.0, 0.0, -0.0, 0.0, 0.0, 0.0, 0.0
